Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,1286.41,безналичный,Минск,Белинвестбанк-XIXQ-765,20-03-2010,07:27:28,успешно,нет,0.0
физ. лицо,получение средств,2321.25,наличный,Минск,БелАгропромбанк-RQEP-038,26-12-2005,05:54:14,успешно,нет,0.0
физ. лицо,списание средств,326.76,безналичный,Минск,Беларусбанк-VSXJ-848,13-12-2002,13:44:19,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1435.71,наличный,Минск,Приорбанк-JPGN-907,03-01-2020,15:37:51,успешно,нет,0.0
юр. лицо,списание средств,3622.69,безналичный,Минск,Белинвестбанк-DGVL-074,01-08-2024,23:11:12,неправильный ввод пин-кода,да,315.24
физ. лицо,получение средств,2829.76,безналичный,Минск,Приорбанк-FSOO-619,02-11-2018,06:50:04,успешно,нет,0.0
физ. лицо,получение средств,4174.44,наличный,Минск,Приорбанк-JHIP-288,11-10-2022,20:13:18,успешно,нет,0.0
юр. лицо,получение средств,4048.88,наличный,Минск,МаксБанк-CDWY-596,04-03-2004,21:53:11,успешно,нет,0.0
физ. лицо,получение средств,259.7,наличный,Минск,БелАгропромбанк-QBCV-455,28-10-2000,18:45:37,успешно,нет,0.0
юр. лицо,списание средств,1384.4,безналичный,Минск,МаксБанк-CWJO-770,06-09-2005,13:31:47,успешно,да,33.0
юр. лицо,списание средств,1064.07,наличный,Минск,Беларусбанк-JOWY-706,08-10-2024,05:21:47,неправильный ввод пин-кода,да,40.25
юр. лицо,списание средств,4035.65,наличный,Минск,Белинвестбанк-XHTW-024,10-12-2014,15:19:31,успешно,да,178.12
физ. лицо,получение средств,4400.14,наличный,Минск,Белинвестбанк-YWYO-771,15-09-2022,17:09:52,успешно,нет,0.0
физ. лицо,списание средств,4065.17,наличный,Минск,Белинвестбанк-XPXS-004,17-01-2007,09:15:02,успешно,да,67.43
физ. лицо,списание средств,1547.45,наличный,Минск,БелАгропромбанк-XZYM-516,27-03-2007,17:03:02,неправильный ввод пин-кода,да,75.54
физ. лицо,получение средств,1406.83,наличный,Минск,Белинвестбанк-QQVT-936,11-12-2011,06:51:50,успешно,нет,0.0
юр. лицо,получение средств,317.73,безналичный,Минск,Белинвестбанк-HZWB-332,13-02-2005,17:20:25,успешно,нет,0.0
юр. лицо,списание средств,4449.21,безналичный,Минск,Приорбанк-GLXO-730,25-05-2018,13:39:51,неправильный ввод пин-кода,да,199.38
физ. лицо,получение средств,153.38,безналичный,Минск,Приорбанк-ZGHL-285,15-02-2016,15:13:31,успешно,нет,0.0
физ. лицо,получение средств,1408.56,наличный,Минск,Белинвестбанк-OXUF-172,04-10-2001,10:43:12,успешно,нет,0.0
юр. лицо,списание средств,3492.85,безналичный,Минск,МаксБанк-WIJI-366,03-12-2015,19:13:59,успешно,нет,0.0
физ. лицо,получение средств,990.28,безналичный,Минск,Белинвестбанк-NDCN-817,12-05-2022,15:12:20,успешно,нет,0.0
физ. лицо,списание средств,4742.37,наличный,Минск,БелАгропромбанк-YBJR-768,28-04-2004,10:41:32,недостаточно средств,да,189.51
физ. лицо,списание средств,1705.84,наличный,Минск,Приорбанк-FABZ-751,11-03-2024,17:57:34,неправильный ввод пин-кода,да,151.52
юр. лицо,списание средств,4393.74,безналичный,Минск,Беларусбанк-VLRM-879,10-05-2018,16:46:59,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4196.14,наличный,Минск,Беларусбанк-FYLP-766,06-07-2010,13:24:32,успешно,нет,0.0
юр. лицо,получение средств,1348.17,наличный,Минск,Белинвестбанк-EATT-713,15-12-2022,23:20:01,успешно,нет,0.0
физ. лицо,списание средств,2107.83,наличный,Минск,Приорбанк-SCKT-547,16-06-2007,18:06:35,недостаточно средств,нет,0.0
юр. лицо,списание средств,1843.37,безналичный,Минск,БелАгропромбанк-ILCZ-334,09-06-2023,07:29:33,недостаточно средств,да,59.42
юр. лицо,получение средств,2513.31,наличный,Минск,БелАгропромбанк-JHVH-925,05-11-2018,05:22:14,успешно,нет,0.0
физ. лицо,получение средств,1181.48,наличный,Минск,МаксБанк-JWSW-361,21-09-2021,14:33:49,успешно,нет,0.0
физ. лицо,списание средств,616.45,безналичный,Минск,Приорбанк-EQDY-218,07-03-2008,23:31:13,неправильный ввод пин-кода,да,54.61
юр. лицо,списание средств,4617.97,наличный,Минск,МаксБанк-SBGS-704,18-04-2008,06:23:22,недостаточно средств,да,49.13
юр. лицо,списание средств,1928.69,безналичный,Минск,МаксБанк-UAXC-159,09-01-2011,17:41:05,успешно,да,43.92
юр. лицо,получение средств,4159.53,наличный,Минск,Белинвестбанк-SJBJ-319,20-10-2012,22:25:23,успешно,нет,0.0
юр. лицо,списание средств,4314.77,наличный,Минск,Беларусбанк-EOAT-217,07-10-2000,17:02:23,успешно,да,384.29
физ. лицо,получение средств,2249.74,наличный,Минск,БелАгропромбанк-CBGC-718,09-12-2003,02:40:23,успешно,нет,0.0
юр. лицо,списание средств,1031.64,наличный,Минск,БелАгропромбанк-FJCS-929,10-08-2016,13:50:53,неправильный ввод пин-кода,да,14.14
физ. лицо,получение средств,3637.14,наличный,Минск,БелАгропромбанк-GTOJ-948,20-03-2020,12:40:36,успешно,нет,0.0
юр. лицо,списание средств,451.44,безналичный,Минск,Приорбанк-RCBU-227,07-01-2006,00:54:19,неправильный ввод пин-кода,да,18.27
физ. лицо,получение средств,3107.11,наличный,Минск,Белинвестбанк-TVSX-837,02-07-2010,02:05:58,успешно,нет,0.0
физ. лицо,списание средств,163.15,наличный,Минск,Приорбанк-XWBJ-527,19-01-2007,04:19:15,успешно,да,10.57
юр. лицо,получение средств,4035.77,наличный,Минск,Приорбанк-CJNE-036,17-10-2008,18:11:35,успешно,нет,0.0
юр. лицо,списание средств,1881.99,наличный,Минск,Белинвестбанк-OXZY-668,14-02-2013,09:37:08,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4050.74,безналичный,Минск,Приорбанк-ZOIJ-074,20-05-2009,05:58:23,успешно,нет,0.0
физ. лицо,получение средств,764.66,безналичный,Минск,МаксБанк-SBQK-687,13-12-2020,03:37:24,успешно,нет,0.0
